iter	Logloss
0	0.5440307556
1	0.4342564595
2	0.3554128717
3	0.3048461018
4	0.2707686983
5	0.240041941
6	0.2150873281
7	0.1963182144
8	0.181666826
9	0.1708705495
10	0.1602089838
11	0.1495204771
12	0.1415103442
13	0.1350571719
14	0.1287068427
15	0.1241118942
16	0.1194094058
17	0.1166030405
18	0.116171782
19	0.1151644506
20	0.1109821082
21	0.1076391138
22	0.1040395651
23	0.1021931461
24	0.1021015161
25	0.100281035
26	0.09795858332
27	0.09711923247
28	0.09625940812
29	0.09401488719
30	0.09395883684
31	0.09187336377
32	0.09124696088
33	0.09043667812
34	0.08848828984
35	0.0884182395
36	0.08701064675
37	0.08626057046
38	0.0843191458
39	0.08385731325
40	0.08212678073
41	0.08163085096
42	0.07988728937
43	0.07912479907
44	0.07845398786
45	0.07841683393
46	0.07681218296
47	0.07605863878
48	0.0760500314
49	0.07547461685
50	0.07413125101
51	0.07399547706
52	0.07341344395
53	0.07282254485
54	0.07281799026
55	0.07173589878
56	0.07173589119
57	0.07172110467
58	0.07115689062
59	0.07067707742
60	0.06958766613
61	0.0695876644
62	0.06930952207
63	0.0685935822
64	0.0681793178
65	0.06762702372
66	0.06694265812
67	0.06608489371
68	0.06583695988
69	0.06529439591
70	0.06477909409
71	0.06443343089
72	0.06392562158
73	0.06260783937
74	0.06194288858
75	0.06099144402
76	0.06053133729
77	0.06004923521
78	0.05992280089
79	0.05965087216
80	0.05863773835
81	0.05859472736
82	0.05832392616
83	0.05803598353
84	0.05752719658
85	0.05738624706
86	0.05738621032
87	0.05723673821
88	0.05723668941
89	0.05697179325
90	0.05669127812
91	0.05663909342
92	0.05663908504
93	0.05631211401
94	0.05583558426
95	0.05516411142
96	0.05452331192
97	0.05409586861
98	0.05332852139
99	0.05316212183
100	0.05230175971
101	0.05230173317
102	0.05202702118
103	0.05134582265
104	0.05133956178
105	0.0513178473
106	0.05100721239
107	0.05068227872
108	0.05051775936
109	0.050517734
110	0.05049542515
111	0.05049388549
112	0.05046150439
113	0.05044262176
114	0.05044258257
115	0.05042517624
116	0.0503326453
117	0.05032738223
118	0.04952725842
119	0.04904865556
120	0.04903771708
121	0.04848140414
122	0.04848140136
123	0.04843894444
124	0.04840973561
125	0.04812600648
126	0.04811049294
127	0.04807196538
128	0.04803743993
129	0.04761886384
130	0.04760712285
131	0.04759703873
132	0.0475079986
133	0.04714649761
134	0.04713768477
135	0.04694989267
136	0.04688376276
137	0.04599043132
138	0.04595163721
139	0.04554772605
140	0.04550807898
141	0.0455080634
142	0.04550381689
143	0.04514350771
144	0.04472974897
145	0.04463594054
146	0.0445917189
147	0.04423795444
148	0.04420545823
149	0.04393978615
150	0.04393845416
151	0.04384951321
152	0.0435397854
153	0.04353796882
154	0.04326403795
155	0.04326114923
156	0.04322291994
157	0.04305221251
158	0.04304888037
159	0.04291378415
160	0.04268370061
161	0.04195663581
162	0.04177959572
163	0.04177787276
164	0.04176769959
165	0.04130442268
166	0.04130438332
167	0.0410181666
168	0.04101816096
169	0.04059462782
170	0.04024251685
171	0.04012421076
172	0.04012407376
173	0.03985098689
174	0.03985098429
175	0.03980484879
176	0.03952241863
177	0.0392503706
178	0.03892237012
179	0.03891967919
180	0.03890816474
181	0.03879745789
182	0.03866526931
183	0.03866526599
184	0.03830310515
185	0.03830205804
186	0.03819755989
187	0.03815835499
188	0.03770197637
189	0.03749719284
190	0.03749705189
191	0.03735452275
192	0.03720294718
193	0.03719914274
194	0.03719910655
195	0.03673378199
196	0.03657861593
197	0.03653770725
198	0.03641251701
199	0.03614510362
200	0.03614499815
201	0.03591767209
202	0.03585608201
203	0.03574783593
204	0.03547565846
205	0.0354476423
206	0.03525127665
207	0.03524083074
208	0.03506937733
209	0.03482314229
210	0.0345875915
211	0.03439559023
212	0.03421630671
213	0.03405313661
214	0.03401901645
215	0.03381391751
216	0.03361886042
217	0.03357673826
218	0.03335325127
219	0.03333455265
220	0.03311321639
221	0.03285906972
222	0.03260046361
223	0.0326003044
224	0.03260028928
225	0.03258295577
226	0.03242839191
227	0.0323538507
228	0.03204486195
229	0.03194055923
230	0.03190718126
231	0.03163117661
232	0.03150256034
233	0.0314622013
234	0.03127647108
235	0.03117409633
236	0.03117409223
237	0.03097265574
238	0.03089739603
239	0.03089735265
240	0.0307956544
241	0.03079510462
242	0.03076539856
243	0.03073452219
244	0.03055040305
245	0.03036716104
246	0.03036715921
247	0.03028652949
248	0.0301269064
249	0.03010196152
250	0.03010190411
251	0.03010189075
252	0.03010180336
253	0.02989657585
254	0.02982831107
255	0.02962925554
256	0.02946128547
257	0.02942553167
258	0.02928238956
259	0.02916682027
260	0.02916244053
261	0.02906240771
262	0.02906238739
263	0.02892432044
264	0.02871124934
265	0.02854808801
266	0.02849266552
267	0.02843266295
268	0.02830356377
269	0.02830353552
270	0.02830347902
271	0.02828113334
272	0.02822659423
273	0.02818361636
274	0.02804997794
275	0.02791383049
276	0.0278312777
277	0.02767430723
278	0.02759634693
279	0.02752204631
280	0.02752199368
281	0.02744108086
282	0.02737499316
283	0.0273069225
284	0.02730691888
285	0.02724361684
286	0.02713323884
287	0.02699699282
288	0.02687198409
289	0.02681517913
290	0.02680626827
291	0.02673691247
292	0.02657630472
293	0.02637840486
294	0.02636667337
295	0.02622343654
296	0.02609379257
297	0.02609378832
298	0.02601566938
299	0.02586012668
300	0.02567729429
301	0.02562387169
302	0.02558807842
303	0.02554708106
304	0.02547385728
305	0.02546116506
306	0.02546116506
307	0.02541118952
308	0.02539496012
309	0.02539495051
310	0.02534574142
311	0.02533485594
312	0.02533484603
313	0.02523110736
314	0.02516388577
315	0.0251003857
316	0.02500406688
317	0.02498699628
318	0.02486988271
319	0.02485691908
320	0.02485660903
321	0.02471104544
322	0.02455405039
323	0.02440870717
324	0.02440868507
325	0.02440868237
326	0.02439792856
327	0.02439792313
328	0.02439791426
329	0.02439790538
330	0.0243181376
331	0.02424443291
332	0.02424441666
333	0.02421164436
334	0.02420096505
335	0.02418298022
336	0.02411028931
337	0.02405002225
338	0.02400714106
339	0.0239850712
340	0.02390250812
341	0.02388519633
342	0.02387593954
343	0.02372296184
344	0.02365661211
345	0.0235560448
346	0.023532748
347	0.02344009458
348	0.02323163328
349	0.02315260381
350	0.02310121825
351	0.02299641603
352	0.02299641047
353	0.02282593244
354	0.02272223616
355	0.02266058613
356	0.02263979241
357	0.0226397738
358	0.0225957128
359	0.02250732381
360	0.02247158123
361	0.02239001902
362	0.02227814206
363	0.02223977271
364	0.02219291887
365	0.02216022984
366	0.02204122824
367	0.0219608803
368	0.02194176419
369	0.02191088822
370	0.02183926432
371	0.02166926769
372	0.02159731553
373	0.02149196584
374	0.02139366465
375	0.02135126461
376	0.02119284805
377	0.02106736341
378	0.02093087961
379	0.02090147421
380	0.02081707017
381	0.02081706263
382	0.02076725599
383	0.02067018892
384	0.02057620842
385	0.02052141478
386	0.02046953117
387	0.02029345421
388	0.02020368544
389	0.02007929231
390	0.02007928031
391	0.02006629137
392	0.02003943891
393	0.01995752678
394	0.01994484181
395	0.01990250622
396	0.01990222673
397	0.01985697099
398	0.01982517688
399	0.0197725756
400	0.01964030614
401	0.01955542597
402	0.01950893775
403	0.01941586007
404	0.01934594519
405	0.01934184697
406	0.01928317015
407	0.01918102092
408	0.01900910006
409	0.01897455437
410	0.01886786639
411	0.01877765628
412	0.01871228503
413	0.01859137118
414	0.01858223335
415	0.0185385658
416	0.01848258762
417	0.0184676234
418	0.01845380121
419	0.0183416296
420	0.01828683323
421	0.01819549754
422	0.01806546142
423	0.0180121066
424	0.0179698511
425	0.01792762446
426	0.01784401576
427	0.01781123347
428	0.01779516733
429	0.01771686158
430	0.01759305081
431	0.01755077831
432	0.01746632374
433	0.0174070332
434	0.01736675037
435	0.01736674446
436	0.01734311767
437	0.01734070831
438	0.01717457984
439	0.01714352873
440	0.01712498812
441	0.01701472801
442	0.01699467513
443	0.01689723056
444	0.01685916615
445	0.0168591351
446	0.01685909933
447	0.01682166302
448	0.01682166
449	0.01682166
450	0.01676424701
451	0.01670774197
452	0.01669953436
453	0.0166387919
454	0.01662268206
455	0.01658657866
456	0.01654684039
457	0.01654683942
458	0.01654679267
459	0.01652020108
460	0.01644990805
461	0.01640794344
462	0.01640478784
463	0.0163864317
464	0.01635998883
465	0.01635997987
466	0.01635990123
467	0.01626784963
468	0.0162489314
469	0.01622022969
470	0.01622022617
471	0.01619852253
472	0.01614537618
473	0.01613566988
474	0.01607767712
475	0.01604137607
476	0.01597848085
477	0.01591256963
478	0.01583943745
479	0.01577349048
480	0.01575405614
481	0.01572369341
482	0.0157000095
483	0.01569991652
484	0.01566081475
485	0.01562500362
486	0.01557574338
487	0.01554334225
488	0.015543312
489	0.01550250083
490	0.01547154538
491	0.01541063675
492	0.01524104601
493	0.0151945412
494	0.01516622994
495	0.01508957647
496	0.01505793545
497	0.01502446192
498	0.01499050192
499	0.01496390688
